order,id,date,time,title,url,visitCount,typedCount,transition
1501,445,5/1/2024,18:04:40,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
1502,445,5/1/2024,18:04:40,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,link
1503,445,5/1/2024,18:04:40,daily.dev | Where developers grow together,https://app.daily.dev/,384,0,auto_toplevel
1504,3701,5/1/2024,16:43:31,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p39,18,0,link
1505,3695,5/1/2024,16:43:28,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p33,25,0,link
1506,5985,5/1/2024,16:43:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_2_25,1,0,link
1507,5879,5/1/2024,16:43:26,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_2_0,4,0,link
1508,5889,5/1/2024,16:42:33,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_42,28,0,link
1509,5884,5/1/2024,16:42:33,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_38,32,0,link
1510,5889,5/1/2024,16:42:32,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_42,28,0,link
1511,5876,5/1/2024,16:42:32,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_0,59,0,link
1512,5880,5/1/2024,16:42:29,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_7,53,0,link
1513,5876,5/1/2024,16:42:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_0,59,0,link
1514,5880,5/1/2024,16:42:24,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_7,53,0,link
1515,5876,5/1/2024,16:42:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_0,59,0,link
1516,5889,5/1/2024,16:42:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_42,28,0,link
1517,5884,5/1/2024,16:42:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_38,32,0,link
1518,3691,5/1/2024,16:42:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1519,5883,5/1/2024,16:42:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1520,3689,5/1/2024,16:42:20,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1521,3690,5/1/2024,16:42:20,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1522,3689,5/1/2024,16:42:12,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1523,5883,5/1/2024,16:42:08,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1524,3689,5/1/2024,16:42:07,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1525,5883,5/1/2024,16:42:07,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1526,3689,5/1/2024,16:42:06,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1527,5883,5/1/2024,16:42:05,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1528,3689,5/1/2024,16:42:05,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1529,3690,5/1/2024,16:42:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1530,3689,5/1/2024,16:41:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1531,3690,5/1/2024,16:41:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1532,3689,5/1/2024,16:41:53,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1533,5883,5/1/2024,16:41:53,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1534,3691,5/1/2024,16:41:49,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1535,5883,5/1/2024,16:41:48,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1536,3691,5/1/2024,16:41:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1537,5883,5/1/2024,16:41:27,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1538,3691,5/1/2024,16:41:25,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1539,5884,5/1/2024,16:41:25,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_38,32,0,link
1540,5889,5/1/2024,16:41:24,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_42,28,0,link
1541,5876,5/1/2024,16:41:23,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_0,59,0,link
1542,5889,5/1/2024,16:41:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_42,28,0,link
1543,5884,5/1/2024,16:41:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_38,32,0,link
1544,3691,5/1/2024,16:41:20,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1545,5883,5/1/2024,16:41:20,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1546,3689,5/1/2024,16:41:19,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1547,3690,5/1/2024,16:41:19,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1548,3689,5/1/2024,16:41:18,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1549,5883,5/1/2024,16:41:18,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1550,3691,5/1/2024,16:41:13,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1551,5884,5/1/2024,16:41:12,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_38,32,0,link
1552,3691,5/1/2024,16:41:11,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p29,89,0,link
1553,5883,5/1/2024,16:41:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1554,3689,5/1/2024,16:41:10,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1555,5883,5/1/2024,16:41:09,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g26fdf791b2b_3_27,27,0,link
1556,3689,5/1/2024,16:41:08,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1557,3690,5/1/2024,16:41:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1558,3689,5/1/2024,16:41:03,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p27,114,0,link
1559,3690,5/1/2024,16:40:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p28,113,0,link
1560,3687,5/1/2024,16:40:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
1561,3686,5/1/2024,16:40:56,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
1562,3887,5/1/2024,16:40:56,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
1563,3685,5/1/2024,16:40:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1564,5984,5/1/2024,16:16:37,why red stick figure icon in microsoft project - YouTube,https://www.youtube.com/results?search_query=why+red+stick+figure+icon+in+microsoft+project,1,0,link
1565,3684,5/1/2024,16:13:04,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1566,3682,5/1/2024,16:13:03,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1567,3684,5/1/2024,16:13:02,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1568,3682,5/1/2024,16:12:49,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1569,3683,5/1/2024,16:12:44,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1570,3886,5/1/2024,16:12:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1571,3680,5/1/2024,16:12:40,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1572,3679,5/1/2024,16:10:59,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1573,3678,5/1/2024,16:10:59,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p16,41,0,link
1574,3679,5/1/2024,16:10:58,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1575,3680,5/1/2024,16:10:58,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1576,3886,5/1/2024,16:10:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1577,3683,5/1/2024,16:10:56,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1578,3682,5/1/2024,16:10:55,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1579,3684,5/1/2024,16:10:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1580,3685,5/1/2024,16:10:52,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1581,3887,5/1/2024,16:10:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
1582,3686,5/1/2024,16:10:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
1583,3687,5/1/2024,16:10:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p25,43,0,link
1584,3686,5/1/2024,16:10:50,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
1585,3887,5/1/2024,16:08:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
1586,3686,5/1/2024,16:08:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p24,49,0,link
1587,3887,5/1/2024,16:08:38,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
1588,3685,5/1/2024,16:08:31,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1589,3887,5/1/2024,16:08:30,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g1f7c32936bf_2_91,37,0,link
1590,3685,5/1/2024,16:08:30,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1591,3684,5/1/2024,16:04:45,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1592,3685,5/1/2024,16:04:45,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1593,3684,5/1/2024,16:04:44,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1594,3682,5/1/2024,16:04:44,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1595,3683,5/1/2024,16:04:44,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1596,3886,5/1/2024,16:04:44,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1597,3680,5/1/2024,16:04:43,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1598,3679,5/1/2024,16:04:43,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1599,3678,5/1/2024,16:04:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p16,41,0,link
1600,3679,5/1/2024,16:04:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1601,3680,5/1/2024,16:04:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1602,3886,5/1/2024,16:04:42,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1603,3683,5/1/2024,16:04:41,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1604,3682,5/1/2024,16:04:41,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1605,3684,5/1/2024,16:04:41,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1606,3685,5/1/2024,16:04:40,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p23,55,0,link
1607,3684,5/1/2024,16:04:40,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1608,3682,5/1/2024,16:04:40,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1609,3683,5/1/2024,16:04:39,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1610,3886,5/1/2024,16:04:39,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1611,3680,5/1/2024,16:04:39,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1612,3886,5/1/2024,16:04:38,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1613,3683,5/1/2024,16:04:37,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1614,3886,5/1/2024,16:04:37,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1615,3683,5/1/2024,16:04:35,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1616,3682,5/1/2024,16:04:32,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1617,3684,5/1/2024,16:03:25,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1618,3682,5/1/2024,16:03:24,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1619,3678,5/1/2024,16:03:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p16,41,0,link
1620,3679,5/1/2024,16:03:22,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1621,3886,5/1/2024,16:03:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1622,3683,5/1/2024,16:03:21,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1623,3682,5/1/2024,15:48:01,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1624,3684,5/1/2024,15:48:01,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p22,40,0,link
1625,3682,5/1/2024,15:47:59,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p20,40,0,link
1626,3683,5/1/2024,15:47:58,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p21,45,0,link
1627,3886,5/1/2024,15:47:57,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.g2ce493f0315_0_0,20,0,link
1628,3680,5/1/2024,15:47:54,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p18,38,0,link
1629,3677,5/1/2024,15:47:53,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p15,35,0,link
1630,3678,5/1/2024,15:47:51,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p16,41,0,link
1631,3679,5/1/2024,15:47:19,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p17,40,0,link
1632,3678,5/1/2024,15:47:18,Team_Zero_WIP.pptx - Google Slides,https://docs.google.com/presentation/d/1-kN3bF6To99rObB7DfNlZdV3bU4ye_oG/edit#slide=id.p16,41,0,link
1633,5983,5/1/2024,15:41:25,Master Microsoft Project in 20 MINUTES! (FREE COURSE) - YouTube,https://www.youtube.com/watch?v=o-_KX0yRsyg,1,0,link
